GraphID,Vertices,Edges,GraphDensity,PrimWeight,PrimTimeMs,PrimOperations,KruskalWeight,KruskalTimeMs,KruskalOperations,WeightDifference,PrimFaster
1,2135,2134,0,0009,32827,00,0,269,32016,32827,00,0,365,38413,0,000000,Yes
2,2290,26209,0,0100,4256,00,3,267,154146,4256,00,3,835,400977,0,000000,Yes
3,2399,143820,0,0500,2403,00,7,480,632599,2403,00,17,167,2479592,0,000000,Yes
4,2197,3076,0,0013,16939,00,0,182,39126,16939,00,0,567,51720,0,000000,Yes
5,2692,142872,0,0394,2758,00,4,656,636360,2758,00,19,705,2596558,0,000000,Yes

# SUMMARY STATISTICS
Total,,,Prim: 15,854 ms, 1494247 ops,,Kruskal: 41,638 ms, 5567260 ops,,Prim Faster: Yes
